title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox
Toyota Yaris,4690,30000,2008,1.0,Petrol,Hatchback,1.8L,Manual
Toyota Prius,5949,145000,2016,3.0,Petrol Hybrid,Saloon,1.5L,Automatic
Volkswagen Golf,2495,113400,2007,4.0,Petrol,Hatchback,1.6L,Manual
Audi A3,2249,125000,2005,3.0,Diesel,Hatchback,2.0L,Manual
BMW 5 Series,7900,113000,2014,3.0,Diesel,Saloon,2.0L,Automatic
Vauxhall Astra,1975,100570,2005,2.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Insignia,2950,79000,2011,4.0,Petrol,Hatchback,1.8L,Manual
BMW 3 Series,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic
MINI Hatch,10000,46923,2017,3.0,Petrol,Hatchback,1.5L,Manual
MINI Hatch,10000,46923,2017,3.0,Petrol,Hatchback,1.5L,Manual
Peugeot 208,3995,90000,2012,4.0,Petrol,Hatchback,1.2L,Manual
MINI Hatch,7499,55750,2014,2.0,Petrol,Hatchback,1.2L,Manual
Suzuki Swift,2999,103310,2012,3.0,Petrol,Hatchback,1.2L,Manual
BMW X5,13999,115000,2013,4.0,Diesel,SUV,3.0L,Automatic
Honda Civic,5000,93000,2014,2.0,Diesel,Hatchback,1.6L,Manual
Fiat 500,2395,89701,2009,5.0,Petrol,Hatchback,1.2L,Manual
MINI Hatch,10000,46923,2017,3.0,Petrol,Hatchback,1.5L,Manual
Peugeot 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6L,Manual
Ford Fiesta,3395,92132,2010,5.0,Petrol,Hatchback,1.6L,Manual
Hyundai i30,3000,89321,2012,4.0,Diesel,Hatchback,1.6L,Manual
Audi A3,1350,126085,2003,6.0,Petrol,Hatchback,1.6L,Automatic
Vauxhall Astra,3990,91000,2014,2.0,Petrol,Hatchback,1.4L,Manual
Peugeot 406,3000,67000,1998,5.0,Petrol,Coupe,3.0L,Automatic
Vauxhall Astra,3495,107504,2014,3.0,Petrol,Hatchback,1.6L,Manual
KIA Sportage,4950,104000,2010,1.0,Petrol,SUV,1.6L,Manual
Volkswagen Polo,4490,49411,2007,4.0,Petrol,Hatchback,1.4L,Automatic
Peugeot 207,1299,87000,2008,5.0,Diesel,Hatchback,1.6L,Manual
BMW 3 Series,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic
Renault Megane,3995,72000,2013,3.0,Petrol,Hatchback,1.6L,Manual
BMW X1,7995,51000,2014,1.0,Diesel,SUV,2.0L,Automatic
Honda Civic,2300,49376,2006,2.0,Petrol,Hatchback,1.8L,Manual
Mercedes-Benz C Class,12000,86000,2016,4.0,Diesel,Saloon,1.6L,Automatic
SKODA Octavia,3495,152544,2014,3.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,3675,65000,2013,3.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Polo,2495,149000,2010,1.0,Diesel,Hatchback,1.2L,Manual
Jeep Renegade,4500,113200,2015,2.0,Diesel,SUV,1.6L,Manual
Fiat 500,4650,67300,2014,3.0,Petrol,Hatchback,1.2L,Manual
Nissan Qashqai+2,4495,113000,2010,2.0,Petrol,SUV,1.6L,Manual
Renault Megane,4000,51100,2014,2.0,Diesel,Coupe,1.5L,Manual
Ford Focus,4950,100000,2012,4.0,Petrol,Estate,1.6L,Automatic
Fiat 500,6490,14700,2008,2.0,Petrol,Hatchback,1.2L,Automatic
Peugeot 207,1299,87000,2008,5.0,Diesel,Hatchback,1.6L,Manual
MINI Hatch,10000,46923,2017,3.0,Petrol,Hatchback,1.5L,Manual
Mazda Mazda2,6995,54100,2016,2.0,Petrol,Hatchback,1.5L,Manual
Ford KA,2795,83655,2012,2.0,Petrol,Hatchback,1.2L,Manual
Peugeot 308,3550,74000,2013,3.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Astra,3500,78000,2015,2.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Astra,5700,79910,2016,2.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Corsa,2950,82471,2011,4.0,Petrol,Hatchback,1.2L,Manual
Toyota Auris,3295,111695,2011,3.0,Petrol,Hatchback,1.3L,Manual
BMW 3 Series,6500,64000,2007,8.0,Petrol,Convertible,3.0L,Automatic
Peugeot 207,999,111400,2007,2.0,Diesel,Hatchback,1.6L,Manual
BMW 3 Series,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic
Mazda Mazda3,2350,77000,2008,4.0,Petrol,Hatchback,1.6L,Manual
Ford Fiesta,4195,111535,2014,1.0,Petrol,Hatchback,1.0L,Manual
Fiat 500L,3800,64000,2013,2.0,Petrol,MPV,1.4L,Manual
Chrysler Grand Voyager,2950,106000,2006,4.0,Petrol,MPV,3.3L,Automatic
Mercedes-Benz CLK,2500,108000,2009,2.0,Petrol,Convertible,3.5L,Automatic
Renault Clio,8495,51878,2018,1.0,Petrol,Hatchback,0.9L,Manual
Vauxhall Insignia,2950,79000,2011,4.0,Petrol,Hatchback,1.8L,Manual
BMW 3 Series,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic
Volkswagen Golf,2500,124000,1988,7.0,Petrol,Hatchback,1.8L,Automatic
MINI Hatch,7995,89000,2015,3.0,Petrol,Hatchback,2.0L,Automatic
Land Rover Range Rover Sport,3950,135000,2005,4.0,Petrol,SUV,4.4L,Automatic
Honda Civic,2490,83000,2006,4.0,Petrol,Hatchback,1.8L,Manual
Nissan X-trail,5995,108000,2015,1.0,Diesel,SUV,1.6L,Manual
Ford Focus,2399,65700,2007,2.0,Petrol,Estate,1.6L,Manual
Peugeot 207,1299,87000,2008,5.0,Diesel,Hatchback,1.6L,Manual
Peugeot 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6L,Manual
Peugeot 107,2300,77230,2008,3.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Astra,1900,126000,2010,2.0,Diesel,Hatchback,1.7L,Manual
Renault Captur,6899,70000,2016,2.0,Petrol,SUV,0.9L,Manual
Volkswagen Golf,2995,99000,2005,5.0,Petrol,Hatchback,1.6L,Automatic
Porsche 944,6750,121000,1987,7.0,Petrol,Coupe,2.5L,Manual
Peugeot 207,1299,87000,2008,5.0,Diesel,Hatchback,1.6L,Manual
Peugeot 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6L,Manual
Peugeot 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6L,Manual
Ford Galaxy,6495,68000,2011,2.0,Diesel,MPV,2.0L,Automatic
Ford Focus,7299,70000,2015,2.0,Petrol,Hatchback,1.0L,Manual
Nissan Micra,3975,65000,2013,2.0,Petrol,Hatchback,1.2L,Manual
BMW 3 Series,2490,81645,2007,8.0,Petrol,Saloon,2.0L,Automatic
Renault Megane,6990,43200,2015,2.0,Petrol,Convertible,1.2L,Manual
Vauxhall Corsa,1950,93000,2012,4.0,Petrol,Hatchback,1.2L,Manual
Peugeot 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6L,Manual
Toyota Aygo,2275,85000,2009,2.0,Petrol,Hatchback,1.0L,Manual
Ford Fiesta,5995,69856,2015,2.0,Petrol,Hatchback,1.0L,Manual
Ford C-max,2995,90000,2009,7.0,Petrol,MPV,2.0L,Automatic
MINI Hatch,8450,101000,2015,3.0,Petrol,Hatchback,2.0L,Manual
Honda Jazz,2100,65316,2008,7.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Corsa,1950,93000,2012,4.0,Petrol,Hatchback,1.2L,Manual
Audi A5,3500,110350,2009,4.0,Diesel,Coupe,2.0L,Manual
Alfa Romeo Mito,1995,81497,2009,3.0,Petrol,Hatchback,1.4L,Manual
Honda Accord,4580,99000,2012,2.0,Diesel,Estate,2.2L,Automatic
Hyundai Accent,2475,70000,2007,5.0,Petrol,Hatchback,1.4L,Automatic
Nissan Micra,3095,37000,2003,3.0,Petrol,Hatchback,1.2L,Automatic
Vauxhall Mokka,6999,69000,2015,2.0,Petrol,SUV,1.6L,Manual
KIA Soul,1995,121261,2010,2.0,Diesel,SUV,1.6L,Manual
Vauxhall Astra,495,97000,2011,7.0,Diesel,Hatchback,1.7L,Manual
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Ford Focus,1595,81000,2008,7.0,Petrol,Hatchback,1.8L,Manual
Volkswagen Polo,895,117850,2008,4.0,Petrol,Hatchback,1.2L,Manual
MINI Hatch,1295,107000,2008,5.0,Petrol,Hatchback,1.4L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
Toyota Yaris,750,161000,1999,8.0,Petrol,Hatchback,1.3L,Manual
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Honda Civic,1000,101000,2007,3.0,Petrol,Hatchback,1.8L,Manual
Citroen C3,1450,135000,2010,4.0,Diesel,Hatchback,1.4L,Manual
Vauxhall Insignia,1695,123000,2012,4.0,Diesel,Hatchback,2.0L,Manual
Ford S-max,750,120000,2007,5.0,Diesel,MPV,2.0L,Manual
Volvo V70,795,274100,2004,6.0,Petrol,Estate,2.4L,Automatic
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
BMW 1 Series,1995,143222,2011,3.0,Diesel,Hatchback,2.0L,Manual
Ford Mondeo,3500,102000,2014,7.0,Diesel,Hatchback,1.6L,Manual
Mercedes-Benz C Class,1450,113000,2006,3.0,Petrol,Coupe,1.8L,Automatic
Honda Civic,2250,82000,2006,6.0,Petrol,Hatchback,1.4L,Manual
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Peugeot 107,1995,118000,2013,3.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Scirocco,3195,101296,2011,4.0,Petrol,Hatchback,1.4L,Manual
Porsche Cayenne,1500,138000,2005,7.0,Petrol,SUV,3.2L,Automatic
Mazda Mazda2,2495,59000,2009,2.0,Petrol,Hatchback,1.5L,Manual
Ford Mondeo,1895,110000,2008,4.0,Diesel,Hatchback,1.8L,Manual
Citroen C4,2295,115000,2012,3.0,Diesel,Hatchback,1.6L,Manual
Fiat Punto,1995,114000,2013,7.0,Petrol,Hatchback,1.2L,Manual
Mercedes-Benz C Class,2999,67473,2010,5.0,Petrol,Saloon,1.8L,Automatic
Volkswagen Golf,2495,144000,2012,2.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
Volvo V70,795,274100,2004,6.0,Petrol,Estate,2.4L,Automatic
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Vauxhall Astra,1875,122000,2010,5.0,Petrol,Hatchback,1.6L,Manual
MINI Hatch,2600,117000,2008,5.0,Petrol,Hatchback,1.6L,Manual
Citroen DS3,3695,65000,2011,4.0,Diesel,Hatchback,1.6L,Manual
Mazda Mazda2,1550,73000,2010,7.0,Petrol,Hatchback,1.3L,Manual
BMW 3 Series,1995,107000,2006,3.0,Petrol,Saloon,2.0L,Manual
Volvo S40,2995,112000,2008,1.0,Petrol,Saloon,2.0L,Manual
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Ford Fiesta,2995,105000,2009,5.0,Petrol,Hatchback,1.6L,Manual
Nissan Qashqai,2895,114000,2010,4.0,Diesel,SUV,1.5L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Peugeot 308,3995,92000,2014,4.0,Diesel,Hatchback,1.6L,Manual
Alfa Romeo 159,2420,86400,2009,5.0,Diesel,Saloon,1.9L,Manual
Honda Civic,4495,62000,2012,4.0,Petrol,Hatchback,1.4L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Volkswagen Golf,1995,163100,2008,1.0,Diesel,Hatchback,2.0L,Manual
Honda Civic,1075,142000,2008,3.0,Petrol,Hatchback,1.8L,Manual
Ford Focus,2295,115000,2011,4.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Corsa,2495,72000,2011,4.0,Petrol,Hatchback,1.4L,Manual
MINI Hatch,1875,98710,2007,9.0,Petrol,Hatchback,1.6L,Manual
Nissan Note,2495,99000,2009,3.0,Diesel,Hatchback,1.5L,Manual
Peugeot 308,2995,105000,2011,3.0,Diesel,Hatchback,1.6L,Automatic
Volkswagen Polo,1650,109000,2008,6.0,Petrol,Hatchback,1.2L,Manual
SEAT Altea,1795,122000,2009,4.0,Diesel,MPV,1.9L,Manual
Peugeot 308,1595,114000,2010,3.0,Diesel,Hatchback,1.6L,Manual
Toyota Yaris,1595,93000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Golf,4495,79700,2012,2.0,Diesel,Hatchback,1.6L,Manual
Nissan Micra,2450,133000,2005,1.0,Petrol,Hatchback,1.2L,Automatic
Vauxhall Insignia,2495,122000,2012,2.0,Diesel,Hatchback,2.0L,Manual
SKODA Rapid,2495,134000,2012,8.0,Diesel,Hatchback,1.6L,Manual
Hyundai i20,1995,90000,2010,3.0,Petrol,Hatchback,1.2L,Manual
Renault Megane,1995,100000,2009,4.0,Petrol,Hatchback,1.6L,Manual
Ford Galaxy,3990,108000,2009,3.0,Diesel,MPV,2.2L,Manual
Vauxhall Corsa,1995,69000,2009,4.0,Diesel,Hatchback,1.3L,Manual
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Fiat 500,4899,32833,2012,1.0,Petrol,Hatchback,1.2L,Manual
Renault Megane,2495,106000,2012,3.0,Diesel,Coupe,1.5L,Manual
Vauxhall Astra,1595,152000,2011,4.0,Diesel,Estate,1.7L,Manual
Volvo V50,2495,85000,2006,4.0,Diesel,Estate,2.0L,Manual
Hyundai ix35,3999,96988,2011,2.0,Diesel,SUV,1.7L,Manual
Ford KA,3950,49000,2011,3.0,Petrol,Hatchback,1.2L,Manual
Mercedes-Benz C Class,1995,116000,2006,5.0,Diesel,Saloon,2.1L,Automatic
Vauxhall Corsa,1699,67000,2006,5.0,Petrol,Hatchback,1.2L,Manual
Renault Megane,2495,97000,2012,3.0,Diesel,Hatchback,1.5L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
BMW 3 Series,3495,115000,1987,4.0,Petrol,Saloon,1.8L,Automatic
Honda Civic,2000,151000,2007,4.0,Diesel,Hatchback,2.2L,Manual
SKODA Octavia,2295,140000,2012,2.0,Diesel,Hatchback,1.6L,Manual
Renault Clio,1500,116000,2011,3.0,Diesel,Estate,1.5L,Manual
Renault Megane,4993,58000,2014,3.0,Diesel,Coupe,1.5L,Manual
BMW X5,2275,115000,2002,6.0,Diesel,SUV,3.0L,Automatic
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
BMW 5 Series,1700,171000,2006,5.0,Diesel,Estate,3.0L,Automatic
Ford Mondeo,3195,96000,2011,5.0,Diesel,Hatchback,1.8L,Manual
Toyota Corolla Verso,1300,131000,2008,4.0,Diesel,MPV,2.2L,Manual
Vauxhall Corsa,3295,71000,2012,3.0,Petrol,Hatchback,1.2L,Manual
Toyota RAV4,2695,104069,2007,3.0,Diesel,SUV,2.2L,Manual
Mercedes-Benz C Class,3495,105000,2008,3.0,Diesel,Saloon,2.1L,Automatic
Peugeot 3008,1895,135000,2011,4.0,Petrol,SUV,1.6L,Manual
Ford Fiesta,3995,89861,2011,4.0,Petrol,Hatchback,1.6L,Manual
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Peugeot 208,3495,80000,2013,4.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,2995,107000,2012,2.0,Diesel,Hatchback,1.7L,Manual
Citroen BX,4975,96000,1990,3.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Nissan Note,2195,93000,2008,1.0,Petrol,Hatchback,1.4L,Manual
Nissan Note,3995,31000,2011,3.0,Diesel,Hatchback,1.5L,Manual
Audi A3,8150,88000,2014,3.0,Diesel,Saloon,1.6L,Manual
BMW 3 Series,2995,94000,2009,4.0,Diesel,Saloon,2.0L,Manual
Ford Focus,2795,82000,2010,3.0,Diesel,Hatchback,1.6L,Manual
BMW 3 Series,2500,111563,2006,2.0,Diesel,Estate,2.0L,Manual
Renault Scenic,2295,115000,2011,5.0,Diesel,MPV,1.5L,Manual
BMW 1 Series,4495,114000,2013,3.0,Diesel,Hatchback,1.6L,Manual
Hyundai i30,3995,106000,2016,2.0,Petrol,Hatchback,1.4L,Manual
Mazda Mazda3,5495,43000,2011,2.0,Diesel,Hatchback,1.6L,Manual
Mercedes-Benz C Class,2999,135364,2011,6.0,Diesel,Saloon,2.1L,Automatic
Volkswagen Polo,5995,67000,2013,7.0,Petrol,Hatchback,1.4L,Manual
Honda Jazz,1575,118000,2006,2.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Corsa,4495,51000,2013,2.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,3495,71844,2012,3.0,Petrol,Hatchback,1.4L,Manual
Ford Mondeo,2999,100300,2011,2.0,Diesel,Hatchback,2.0L,Manual
BMW 1 Series,2175,156000,2009,6.0,Diesel,Hatchback,2.0L,Manual
Vauxhall Corsa,2395,95000,2011,2.0,Petrol,Hatchback,1.2L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
BMW 1 SERIES,7850,74000,2013,2.0,Diesel,Hatchback,2.0L,Manual
Suzuki Liana,975,86095,2003,4.0,Petrol,Saloon,1.6L,Manual
Infiniti Q30,10995,58000,2016,3.0,Diesel,Hatchback,2.2L,Automatic
Honda Cr-v,6495,88000,2013,2.0,Diesel,SUV,1.6L,Manual
Vauxhall Corsa,4000,75200,2014,2.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Golf,4000,139000,2013,2.0,Petrol,Hatchback,1.2L,Manual
Mazda Mazda6,6400,86000,2013,5.0,Diesel,Saloon,2.2L,Manual
Nissan Qashqai,4950,88000,2013,3.0,Petrol,SUV,1.6L,Manual
Chevrolet Spark,2699,54000,2012,5.0,Petrol,Hatchback,1.0L,Manual
Audi A3,3350,149000,2006,2.0,Petrol,Hatchback,2.0L,Manual
Hyundai ix35,4500,101000,2011,5.0,Diesel,SUV,2.0L,Manual
KIA Sportage,5295,82000,2012,3.0,Diesel,SUV,1.7L,Manual
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Mercedes-Benz C Class,1695,99000,2004,5.0,Petrol,Saloon,1.8L,Automatic
Vauxhall Astra,2395,123000,2012,6.0,Diesel,Estate,1.7L,Manual
Nissan Note,2500,73950,2008,3.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Honda Accord,2495,104000,2003,4.0,Petrol,Saloon,2.0L,Automatic
Nissan Qashqai,6495,103000,2016,2.0,Diesel,SUV,1.5L,Manual
Nissan Qashqai,7000,97000,2014,3.0,Diesel,SUV,1.5L,Manual
Renault Clio,4895,81000,2013,6.0,Petrol,Hatchback,1.2L,Manual
Hyundai i30,2790,49400,2010,2.0,Petrol,Hatchback,1.4L,Manual
Peugeot 308,2995,89800,2013,3.0,Diesel,Hatchback,1.6L,Manual
SEAT Ibiza,3200,72000,2014,2.0,Petrol,Hatchback,1.4L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Vauxhall Adam,7695,71000,2015,3.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Polo,5950,77000,2013,5.0,Petrol,Hatchback,1.4L,Manual
Volvo S40,3495,104000,2012,4.0,Diesel,Saloon,1.6L,Manual
Vauxhall Corsa,3695,61000,2008,4.0,Petrol,Hatchback,1.4L,Automatic
Hyundai i10,2495,99000,2013,5.0,Petrol,Hatchback,1.2L,Manual
Volvo V70,795,274100,2004,6.0,Petrol,Estate,2.4L,Automatic
Peugeot 208,4995,80000,2016,1.0,Petrol,Hatchback,1.2L,Manual
BMW 1 Series,6275,90000,2014,2.0,Diesel,Hatchback,1.6L,Manual
Toyota Auris,2395,95100,2008,2.0,Diesel,Hatchback,2.0L,Manual
Fiat 500,3900,73885,2012,3.0,Petrol,Hatchback,1.2L,Manual
BMW X1,6500,99000,2011,2.0,Diesel,SUV,2.0L,Automatic
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Polo,6995,59513,2014,2.0,Petrol,Hatchback,1.4L,Manual
Ford Kuga,7646,65000,2011,6.0,Diesel,SUV,2.0L,Manual
Ford Mondeo,2000,131276,2009,3.0,Diesel,Hatchback,2.0L,Manual
Ford Focus,6795,64111,2015,2.0,Petrol,Hatchback,1.0L,Manual
BMW 5 SERIES,12000,96000,2015,2.0,Diesel,Saloon,2.0L,Automatic
Ford Focus,2395,93600,2009,3.0,Petrol,Hatchback,1.6L,Manual
Fiat 500,5999,45000,2015,2.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,3300,112000,2011,3.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz C Class,3700,127000,2007,3.0,Diesel,Saloon,2.1L,Automatic
BMW 3 Series,3450,137800,2007,4.0,Diesel,Convertible,3.0L,Automatic
Renault Twingo,3495,35000,2009,4.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,4500,45400,2011,3.0,Diesel,Hatchback,1.7L,Manual
Volvo S40,2495,123000,2009,2.0,Diesel,Saloon,1.6L,Manual
Citroen C1,2400,74000,2008,2.0,Petrol,Hatchback,1.0L,Manual
Peugeot 5008,4300,115000,2013,3.0,Diesel,MPV,2.0L,Automatic
Fiat Punto EVO,2485,89727,2011,3.0,Petrol,Hatchback,1.4L,Manual
BMW 3 Series,9950,85800,2014,5.0,Diesel,Saloon,2.0L,Manual
Vauxhall Corsa,2499,85000,2010,5.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,2499,95000,2012,2.0,Petrol,Hatchback,1.2L,Manual
Renault Megane,2500,75000,2011,2.0,Petrol,Hatchback,1.6L,Manual
Land Rover Range Rover Sport,2500,117000,2009,5.0,Diesel,SUV,3.0L,Automatic
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Volkswagen Polo,6795,51946,2015,1.0,Petrol,Hatchback,1.0L,Manual
Ford Fiesta,2490,66345,2007,2.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,2490,47195,2006,2.0,Petrol,Hatchback,1.2L,Manual
Mercedes-Benz C Class,3995,78776,2008,2.0,Diesel,Saloon,2.1L,Automatic
Toyota Verso,5250,98700,2014,4.0,Diesel,MPV,1.6L,Manual
Mercedes-Benz SLK,3995,99000,2007,4.0,Petrol,Convertible,1.8L,Automatic
MINI Convertible,3995,84617,2010,4.0,Petrol,Convertible,1.6L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
Volvo V60,5295,94000,2012,1.0,Diesel,Estate,1.6L,Manual
Audi A3,2000,116000,2005,3.0,Diesel,Hatchback,1.9L,Manual
SKODA Superb,3995,140000,2014,3.0,Diesel,Estate,1.6L,Manual
Vauxhall Astra,2495,117000,2011,3.0,Diesel,Hatchback,2.0L,Manual
SKODA Fabia,2500,104000,2013,4.0,Diesel,Estate,1.6L,Manual
Mercedes-Benz SL Class,4500,52462,2003,1.0,Petrol,Convertible,3.7L,Automatic
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Golf,5817,53860,2010,3.0,Petrol,Hatchback,1.4L,Manual
Renault Clio,6500,51000,2015,4.0,Diesel,Hatchback,1.5L,Manual
Volkswagen Golf,4450,114000,2010,7.0,Diesel,Hatchback,2.0L,Manual
Mercedes-Benz C Class,6950,116000,2012,7.0,Diesel,Saloon,2.1L,Automatic
Vauxhall Astra,3095,125000,2014,2.0,Diesel,Hatchback,1.6L,Manual
Ford Fiesta,11000,44497,2018,3.0,Petrol,Hatchback,1.0L,Manual
Ford Fusion,3696,75250,2011,2.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Toyota Aygo,6895,68292,2018,1.0,Petrol,Hatchback,1.0L,Manual
Renault Megane,2795,100000,2012,2.0,Diesel,Hatchback,1.5L,Manual
KIA Picanto,2500,59000,2009,1.0,Petrol,Hatchback,1.1L,Manual
Volkswagen Polo,6780,69810,2015,3.0,Petrol,Hatchback,1.0L,Manual
Peugeot 208,4100,73000,2013,5.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Golf,2350,138019,2009,3.0,Diesel,Hatchback,2.0L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Peugeot 208,11970,52381,2020,1.0,Petrol,Hatchback,1.2L,Manual
Citroen Xsara Picasso,1850,77000,2006,3.0,Petrol,MPV,2.0L,Automatic
Vauxhall Zafira,2495,87000,2010,2.0,Petrol,MPV,1.6L,Manual
Audi A3,7495,100409,2013,3.0,Diesel,Hatchback,2.0L,Manual
Vauxhall Astra,1750,114000,2008,6.0,Diesel,Hatchback,1.9L,Manual
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Vauxhall Corsa,6595,58875,2015,2.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,2995,82000,2013,2.0,Petrol,Hatchback,1.0L,Manual
Subaru Outback,4995,126000,2011,3.0,Petrol,Estate,2.5L,Automatic
KIA RIO,7295,33000,2014,1.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Polo,4990,79000,2013,3.0,Diesel,Hatchback,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Renault Megane,1995,98000,2010,7.0,Diesel,Hatchback,1.5L,Manual
Vauxhall Zafira,2495,98000,2013,5.0,Petrol,MPV,1.6L,Manual
Peugeot RCZ,5695,58737,2011,4.0,Petrol,Coupe,1.6L,Manual
Volkswagen Golf,1895,61000,2001,5.0,Petrol,Hatchback,1.6L,Automatic
Infiniti M,7724,58298,2014,2.0,Diesel,Saloon,3.0L,Automatic
Hyundai Tucson,8995,65979,2015,2.0,Diesel,SUV,1.7L,Manual
Suzuki Alto,2200,74275,2013,4.0,Petrol,Hatchback,1.0L,Manual
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Land Rover Range Rover Sport,7600,79123,2010,3.0,Diesel,SUV,3.0L,Automatic
Fiat Panda,3195,57000,2011,3.0,Petrol,Hatchback,1.2L,Manual
Ford Focus,1995,144000,2008,2.0,Diesel,Estate,1.6L,Manual
Peugeot 207,3652,72549,2014,1.0,Petrol,Convertible,1.6L,Manual
Citroen C3,2650,75000,2010,1.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Zafira Tourer,6000,91000,2016,2.0,Diesel,MPV,1.6L,Manual
SKODA Roomster,4397,95547,2014,1.0,Diesel,MPV,1.6L,Manual
Vauxhall Adam,5295,62000,2013,3.0,Petrol,Hatchback,1.4L,Manual
Fiat Punto EVO,1750,106000,2010,2.0,Petrol,Hatchback,1.4L,Manual
SEAT Leon,7895,34000,2015,2.0,Diesel,Hatchback,1.6L,Manual
