title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox
Mercedes-Benz A Class,10750,46000,2014,3.0,Diesel,Hatchback,1.5L,Automatic
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Audi A5,14399,71162,2016,2.0,Diesel,Hatchback,2.0L,Manual
Vauxhall Astra,5490,117856,2017,2.0,Diesel,Estate,1.6L,Manual
Mercedes-Benz GLA Class,8590,135000,2016,2.0,Diesel,SUV,2.1L,Manual
Nissan Navara Diesel Pick UP,17394,75280,2017,4.0,Diesel,Pickup,2.3L,Manual
Mazda 2,10995,32894,2020,1.0,Petrol,Hatchback,1.5L,Manual
Nissan Qashqai,3995,99141,2012,2.0,Petrol,SUV,1.6L,Manual
BMW 3 Series,6795,135000,2014,3.0,Diesel,Saloon,2.0L,Automatic
Volkswagen CC,6999,62000,2012,3.0,Diesel,Saloon,2.0L,Automatic
Ford Fiesta,8499,41387,2016,2.0,Petrol,Hatchback,1.3L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Suzuki Vitara,9977,52000,2016,2.0,Diesel,SUV,1.6L,Manual
MINI Hatch,9290,63042,2016,4.0,Diesel,Hatchback,2.0L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Ford S-max,4995,128884,2014,1.0,Diesel,MPV,2.0L,Manual
Nissan Qashqai,9999,48208,2016,2.0,Diesel,SUV,1.5L,Manual
MG MG HS,21495,1048,2023,1.0,Petrol,SUV,1.5L,Automatic
Citroen DS4,4195,134000,2012,4.0,Diesel,Hatchback,1.6L,Manual
Honda FIT,4450,79208,2010,1.0,Petrol,Hatchback,1.3L,Automatic
BMW 1 SERIES,14495,40461,2018,2.0,Petrol,Hatchback,1.5L,Manual
Nissan Juke,14807,16000,2019,1.0,Petrol,SUV,1.0L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Ford Fiesta,9195,46435,2017,2.0,Petrol,Hatchback,1.0L,Manual
Honda Cr-v,5500,141000,2015,3.0,Diesel,SUV,2.2L,Manual
BMW 4 Series Gran Coupe,14399,70981,2014,1.0,Diesel,Hatchback,3.0L,Automatic
Ford Fiesta,9717,39290,2019,1.0,Petrol,Hatchback,1.1L,Manual
Volvo V40,8995,78477,2017,2.0,Petrol,Hatchback,2.0L,Manual
Vauxhall Mokka,15499,18842,2021,1.0,Petrol,SUV,1.2L,Manual
Ford Fusion,4199,47800,2009,3.0,Petrol,Hatchback,1.6L,Automatic
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Citroen C4 CACTUS,8299,65354,2017,2.0,Petrol,Hatchback,1.2L,Manual
Audi A4,4490,109000,2010,4.0,Diesel,Saloon,2.0L,Manual
MINI Hatchback,8114,50150,2014,1.0,Petrol,Hatchback,1.2L,Manual
Nissan Juke,14549,47228,2020,1.0,Petrol,SUV,1.0L,Manual
Vauxhall Corsa,3495,83467,2013,3.0,Petrol,Hatchback,1.4L,Manual
Renault Captur,8899,45429,2016,2.0,Diesel,SUV,1.5L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Ford Mondeo,9995,51351,2016,2.0,Petrol,Hatchback,1.0L,Manual
Ford Fiesta,4995,102000,2015,3.0,Petrol,Hatchback,1.0L,Manual
SKODA Karoq Estate,20999,34000,2019,2.0,Petrol,SUV,1.5L,Automatic
BMW 3 Series Gran Turismo,5800,150000,2014,4.0,Diesel,Hatchback,2.0L,Manual
Ford C-max,7995,90000,2017,2.0,Diesel,MPV,1.5L,Manual
Mercedes-Benz A Class,10900,57000,2014,4.0,Diesel,Hatchback,1.8L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Ford Fiesta,11495,40497,2020,1.0,Petrol,Hatchback,1.0L,Manual
Toyota Corolla,14599,21650,2019,2.0,Petrol,Hatchback,1.2L,Manual
Peugeot 208,5250,56567,2014,3.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Meriva,5500,49398,2014,1.0,Petrol,MPV,1.4L,Manual
Volkswagen Golf,9375,95563,2016,1.0,Diesel,Hatchback,2.0L,Manual
Ford KA+,6999,58498,2017,3.0,Petrol,Hatchback,1.2L,Manual
Nissan Qashqai,10500,65000,2016,1.0,Diesel,SUV,1.5L,Manual
Ford Fiesta,3990,100000,2012,3.0,Petrol,Hatchback,1.3L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Nissan Juke,13499,40571,2020,1.0,Petrol,SUV,1.0L,Manual
Ford Fiesta,11445,29183,2019,1.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz A Class,11750,75500,2016,2.0,Diesel,Hatchback,1.5L,Automatic
Dacia Sandero,6000,20890,2014,1.0,Petrol,Hatchback,0.9L,Manual
MINI Hatch Cooper,7280,96000,2016,2.0,Diesel,Hatchback,1.5L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Vauxhall Corsa,9299,13179,2019,1.0,Petrol,Hatchback,1.4L,Manual
Audi A5,9000,154983,2017,1.0,Diesel,Hatchback,2.0L,Manual
BMW 5 Series Gran Turismo,4950,170000,2010,4.0,Diesel,Hatchback,3.0L,Automatic
BMW X1,12650,55650,2016,1.0,Diesel,SUV,2.0L,Automatic
Volkswagen Golf,5850,152229,2014,2.0,Diesel,Hatchback,2.0L,Manual
Hyundai Ioniq,15399,44434,2021,1.0,Petrol Hybrid,Hatchback,1.6L,Automatic
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Astra,12995,19609,2021,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,8499,65500,2016,2.0,Petrol,Hatchback,1.3L,Manual
Chevrolet Trax,5900,31000,2014,2.0,Petrol,SUV,1.6L,Manual
Renault Clio,11999,12153,2020,1.0,Petrol,Hatchback,1.0L,Manual
Renault Modus,3290,65309,2011,3.0,Diesel,MPV,1.5L,Manual
MINI Hatch Cooper,10995,33824,2018,1.0,Petrol,Hatchback,1.5L,Manual
Volkswagen Polo,8950,42526,2016,1.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Peugeot 2008,9495,60496,2017,1.0,Diesel,SUV,1.6L,Manual
Nissan Qashqai,15877,24000,2019,1.0,Petrol,SUV,1.3L,Manual
Honda Cr-v,8995,70000,2013,2.0,Petrol,SUV,2.0L,Manual
Jaguar XF,6750,113000,2010,3.0,Diesel,Saloon,3.0L,Automatic
Toyota Aygo,8199,36224,2018,2.0,Petrol,Hatchback,1.0L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Citroen C3,11225,35643,2021,1.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,12999,17439,2020,1.0,Petrol,Hatchback,1.2L,Manual
Ford KA+,9999,19455,2018,5.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Grandland X,13899,30310,2020,1.0,Petrol,SUV,1.2L,Manual
Peugeot 2008,12999,23800,2018,2.0,Petrol,SUV,1.2L,Manual
Vauxhall Insignia Sports Tourer,14495,40243,2017,2.0,Diesel,Estate,2.0L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Renault Clio,10299,36633,2020,1.0,Petrol,Hatchback,1.0L,Manual
Ford Kuga Estate,14781,52355,2019,1.0,Petrol,SUV,1.5L,Manual
Honda Cr-v,5995,66347,2006,3.0,Petrol,SUV,2.0L,Automatic
Mazda 3,10200,42449,2017,2.0,Diesel,Hatchback,1.5L,Manual
Vauxhall Adam,7699,45673,2017,3.0,Petrol,Hatchback,1.2L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Mercedes-Benz A-class,12977,39000,2016,1.0,Diesel,Hatchback,1.5L,Manual
Vauxhall Grandland X,16199,46179,2021,1.0,Petrol,SUV,1.2L,Automatic
Ford Focus,6500,83000,2016,3.0,Petrol,Hatchback,1.0L,Manual
Citroen C3,12771,10378,2021,1.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta Hatchback,7533,50538,2017,1.0,Petrol,Hatchback,1.3L,Manual
Hyundai I10,12999,28198,2021,1.0,Petrol,Hatchback,1.2L,Automatic
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Ssangyong Korando,12995,42771,2018,2.0,Diesel,SUV,2.2L,Automatic
Dacia Duster,14795,12816,2020,1.0,Petrol,SUV,1.3L,Manual
Audi A6 Saloon,10000,164582,2018,1.0,Diesel,Saloon,2.0L,Automatic
Peugeot 308,9995,59685,2016,1.0,Diesel,Estate,2.0L,Manual
Mercedes-Benz E Class,9995,60758,2016,3.0,Diesel,Coupe,2.1L,Automatic
Dacia Sandero,9999,7083,2021,2.0,Petrol,Hatchback,1.0L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Vauxhall Astra,6600,77474,2015,2.0,Petrol,Hatchback,1.4L,Manual
Audi A5,6999,126502,2014,2.0,Diesel,Hatchback,2.0L,Manual
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Vauxhall Mokka X,10899,41729,2019,2.0,Petrol,SUV,1.4L,Manual
Alfa Romeo Giulietta,12599,17544,2019,1.0,Diesel,Hatchback,1.6L,Manual
Peugeot 208,12697,10627,2019,1.0,Petrol,Hatchback,1.2L,Manual
Fiat 500X,7097,58058,2016,2.0,Petrol,SUV,1.6L,Manual
Fiat 500X,8990,67109,2016,3.0,Diesel,SUV,2.0L,Automatic
Ford Kuga,14495,43841,2019,1.0,Petrol,SUV,1.5L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Vauxhall Grandland X,14499,42160,2021,1.0,Petrol,SUV,1.2L,Manual
Vauxhall Corsa,8999,34540,2019,2.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Corsa,4750,84811,2015,3.0,Petrol,Hatchback,1.0L,Manual
SKODA Octavia,6150,95548,2013,2.0,Diesel,Hatchback,2.0L,Automatic
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Fiat 500,6800,32400,2014,2.0,Petrol,Hatchback,1.2L,Manual
Land Rover Range Rover Sport,30000,46000,2017,2.0,Diesel,SUV,2.0L,Automatic
Audi A4 Avant,6250,127000,2013,3.0,Diesel,Estate,2.0L,Manual
Nissan Qashqai Hatchback,14999,33000,2020,1.0,Petrol,SUV,1.3L,Manual
SEAT Ibiza,8499,54111,2017,2.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,11799,28865,2020,2.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Corsa,10999,13109,2020,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
BMW 1 Series,7250,90395,2015,2.0,Petrol,Hatchback,1.6L,Manual
SKODA Fabia,11029,33517,2019,1.0,Petrol,Hatchback,1.0L,Manual
Citroen C3,9564,44106,2019,1.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Insignia,8695,91344,2018,1.0,Diesel,Estate,1.6L,Manual
Ford Fiesta,5400,50849,2013,4.0,Petrol,Hatchback,1.3L,Manual
Citroen C4 PICASSO DIESEL MPV,11999,9000,2017,1.0,Diesel,MPV,1.6L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Peugeot 2008,11520,29258,2018,2.0,Petrol,SUV,1.2L,Manual
Jaguar XE,16095,45000,2017,3.0,Diesel,Saloon,2.0L,Automatic
Vauxhall Corsa,12299,26831,2020,1.0,Petrol,Hatchback,1.2L,Manual
Hyundai I20,9495,12214,2016,2.0,Petrol,Hatchback,1.2L,Manual
BMW 1 Series,6030,111681,2015,1.0,Diesel,Hatchback,2.0L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Renault Arkana,21495,16228,2023,1.0,Petrol,SUV,1.3L,Automatic
Nissan Micra,6550,104000,2017,2.0,Diesel,Hatchback,1.5L,Manual
Nissan Juke,6495,81761,2013,3.0,Petrol,SUV,1.6L,Automatic
Nissan Qashqai,14000,50888,2017,1.0,Diesel,SUV,1.6L,Automatic
Ford Kuga,13995,58223,2018,2.0,Diesel,SUV,1.5L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Volkswagen Scirocco Diesel Coupe,11497,65946,2014,2.0,Diesel,Hatchback,2.0L,Automatic
BMW Z4,5000,45979,2006,2.0,Petrol,Convertible,2.5L,Manual
Renault Captur,6499,72376,2014,4.0,Diesel,SUV,1.5L,Manual
Nissan Qashqai,9899,31859,2014,2.0,Petrol,SUV,1.2L,Manual
BMW 5 Series,5400,121433,2011,3.0,Diesel,Saloon,2.0L,Automatic
Audi A6,13995,39253,2014,2.0,Diesel,Saloon,2.0L,Manual
Ford Focus,11995,36132,2017,2.0,Diesel,Hatchback,1.5L,Manual
BMW 1 Series,5995,38500,2012,1.0,Diesel,Hatchback,2.0L,Manual
Ford Fiesta,3999,102500,2013,2.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Crossland X,10599,43941,2020,1.0,Petrol,SUV,1.2L,Manual
Nissan Qashqai,11999,60985,2018,1.0,Diesel,SUV,1.5L,Manual
BMW X1,18499,24554,2019,1.0,Petrol,SUV,1.5L,Manual
Mazda MAZDA3 HATCHBACK,11620,41284,2016,2.0,Petrol,Hatchback,2.0L,Manual
Volkswagen Polo,4280,78473,2008,2.0,Petrol,Hatchback,1.4L,Automatic
Mazda MX-5,11399,41534,2015,1.0,Petrol,Convertible,1.5L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Renault Captur,8499,47797,2016,4.0,Diesel,SUV,1.5L,Manual
Land Rover Range Rover Evoque,15995,44370,2013,4.0,Diesel,Coupe,2.2L,Automatic
Vauxhall Meriva,6990,34000,2015,2.0,Petrol,MPV,1.4L,Automatic
BMW 3 SERIES,18695,93289,2019,2.0,Diesel,Saloon,2.0L,Automatic
Volkswagen Golf Hatchback,8663,75598,2013,2.0,Petrol,Hatchback,1.4L,Manual
Peugeot 208,13999,21469,2021,1.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Vauxhall Crossland,13919,18920,2021,1.0,Petrol,SUV,1.2L,Manual
Audi A3,14500,74000,2016,2.0,Diesel,Saloon,2.0L,Automatic
DS Automobiles DS 7 CROSSBACK,19500,12716,2018,2.0,Petrol,SUV,1.6L,Automatic
Renault Clio,7995,47244,2016,2.0,Petrol,Hatchback,0.9L,Manual
Vauxhall Corsa,10361,46625,2020,3.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,11999,14829,2020,1.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz SL Class,9000,96900,2009,6.0,Petrol,Convertible,3.5L,Automatic
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Peugeot 2008 ESTATE,8460,57760,2016,2.0,Petrol,SUV,1.2L,Manual
Suzuki Ignis,10699,23250,2017,2.0,Petrol Hybrid,Hatchback,1.2L,Manual
Volkswagen Passat,14444,42500,2018,1.0,Diesel,Saloon,2.0L,Manual
Hyundai Tucson,14043,55012,2018,2.0,Diesel,SUV,1.7L,Manual
KIA Sportage Diesel Estate,14495,70542,2018,1.0,Diesel,SUV,1.6L,Manual
Renault Clio,11199,19861,2020,1.0,Petrol,Hatchback,1.0L,Manual
Nissan Qashqai,8900,76431,2017,1.0,Petrol,SUV,1.2L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
BMW 2 Series,21998,15744,2021,1.0,Petrol,Saloon,1.5L,Manual
Volkswagen UP,4699,72878,2013,3.0,Petrol,Hatchback,1.0L,Manual
MINI Hatch,10900,8700,2019,3.0,Petrol,Hatchback,1.5L,Manual
Ford Fiesta,6750,38500,2011,3.0,Petrol,Hatchback,1.4L,Automatic
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Maserati Quattroporte,10000,72000,2009,3.0,Petrol,Saloon,4.2L,Automatic
Hyundai i10,9495,41491,2019,1.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,13999,12294,2022,2.0,Petrol,Hatchback,1.0L,Manual
Ford Ecosport Hatchback,14315,15102,2020,1.0,Petrol,SUV,1.0L,Manual
Mercedes-Benz M Class,10850,107500,2007,5.0,Petrol,SUV,6.3L,Automatic
Mazda MX-5,13399,47380,2017,1.0,Petrol,Convertible,2.0L,Manual
Vauxhall Crossland X,13000,16097,2020,1.0,Petrol,SUV,1.2L,Manual
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Volkswagen Golf,12995,96354,2017,2.0,Diesel,Hatchback,2.0L,Manual
Vauxhall Mokka X,9299,50560,2018,1.0,Diesel,SUV,1.6L,Manual
Ford Focus Diesel Hatchback,12250,45798,2019,4.0,Diesel,Hatchback,1.5L,Manual
Vauxhall Corsa,13999,13451,2021,1.0,Petrol,Hatchback,1.2L,Manual
Subaru Forester,4990,120403,2013,3.0,Diesel,SUV,2.0L,Manual
Ford Mondeo,8295,97726,2017,1.0,Diesel,Hatchback,2.0L,Manual
Peugeot 3008,22999,15387,2021,1.0,Diesel,SUV,1.5L,Automatic
Nissan Juke,13499,30053,2020,1.0,Petrol,SUV,1.0L,Manual
BMW 3 Series,22600,24098,2018,2.0,Diesel,Saloon,3.0L,Automatic
Ford Kuga,14595,47313,2018,2.0,Diesel,SUV,2.0L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Renault Captur,13364,17000,2020,1.0,Petrol,SUV,1.0L,Manual
SEAT Ibiza,12495,43845,2019,1.0,Petrol,Hatchback,1.0L,Manual
Audi A3 HATCHBACK,15361,39611,2016,1.0,Petrol,Hatchback,1.4L,Manual
Jaguar XE,9495,71000,2016,2.0,Diesel,Saloon,2.0L,Manual
Jaguar XE,7499,91000,2015,2.0,Diesel,Saloon,2.0L,Manual
Vauxhall Insignia,6995,64387,2016,2.0,Diesel,Hatchback,2.0L,Manual
Nissan Qashqai Hatchback,10981,46500,2016,2.0,Petrol,SUV,1.2L,Manual
Vauxhall Corsa,11799,20405,2020,2.0,Petrol,Hatchback,1.2L,Manual
Infiniti Q50,7490,117000,2014,2.0,Diesel,Saloon,2.2L,Automatic
Fiat Fullback,8388,155000,2016,2.0,Diesel,Pickup,2.4L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
KIA RIO,7499,51234,2016,2.0,Diesel,Hatchback,1.4L,Manual
Audi S3,10995,80000,2010,6.0,Petrol,Hatchback,2.0L,Automatic
Audi A1 SPORTBACK,10802,52153,2017,2.0,Petrol,Hatchback,1.0L,Manual
Ford Kuga,15000,39579,2020,1.0,Diesel,SUV,2.0L,Manual
Citroen C3,10381,33896,2018,2.0,Petrol,Hatchback,1.2L,Manual
Mercedes-Benz E Class,11050,66358,2014,5.0,Diesel,Coupe,2.1L,Automatic
Mercedes-Benz A Class Diesel Hatchback,12495,62012,2016,1.0,Diesel,Hatchback,1.5L,Manual
Nissan Qashqai,12299,68273,2017,3.0,Diesel,SUV,1.6L,Manual
Nissan Qashqai,12795,68676,2018,2.0,Diesel,SUV,1.5L,Manual
Audi A7,10495,82000,2013,4.0,Diesel,Hatchback,3.0L,Automatic
Vauxhall Corsa,12699,40105,2021,1.0,Petrol,Hatchback,1.2L,Manual
Peugeot 208,7180,28491,2015,1.0,Petrol,Hatchback,1.2L,Manual
BMW 1 Series,18798,13271,2020,1.0,Petrol,Hatchback,1.5L,Manual
Volkswagen Golf,7000,130000,1988,1.0,Petrol,Convertible,1.8L,Manual
Vauxhall Astra,6850,100569,2018,1.0,Diesel,Estate,1.6L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
BMW 3 Series,23220,36795,2020,1.0,Diesel Hybrid,Saloon,2.0L,Automatic
Vauxhall Mokka,4600,121910,2013,1.0,Diesel,SUV,1.7L,Manual
Ford Ecosport Hatchback,11990,36046,2018,2.0,Petrol,SUV,1.0L,Manual
Hyundai Tucson,12500,45540,2018,1.0,Petrol,SUV,1.6L,Manual
Vauxhall Astra,5300,57379,2015,3.0,Petrol,Hatchback,1.4L,Manual
Nissan Micra,10999,30845,2020,1.0,Petrol,Hatchback,1.0L,Manual
Audi A6,25000,34364,2019,1.0,Diesel,Estate,2.0L,Automatic
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz A Class,12995,38000,2013,1.0,Petrol,Hatchback,1.6L,Automatic
Renault Clio,9290,29264,2018,1.0,Petrol,Hatchback,0.9L,Manual
Volkswagen Passat,13150,65641,2019,1.0,Diesel,Saloon,2.0L,Manual
Citroen C3 Aircross,14436,16983,2021,1.0,Petrol,SUV,1.2L,Manual
Renault Koleos,16995,38252,2018,2.0,Diesel,SUV,2.0L,Automatic
Peugeot 208 PURETECH ACTIVE PREMIUM S/S HATCHBACK,14150,21777,2022,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Audi A6,15799,84292,2018,2.0,Diesel,Saloon,2.0L,Automatic
Vauxhall Corsa,13999,13315,2020,1.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Crossland X,12399,16497,2020,1.0,Petrol,SUV,1.2L,Manual
Renault Clio,14499,24424,2022,1.0,Petrol,Hatchback,1.0L,Manual
Nissan Juke,9799,33371,2017,2.0,Petrol,SUV,1.2L,Manual
Mercedes-Benz A-class,17000,44956,2019,1.0,Petrol,Hatchback,1.3L,Manual
MINI Hatch,4395,63500,2008,2.0,Petrol,Hatchback,1.6L,Automatic
Dacia Duster Estate,14899,10424,2022,1.0,Petrol,SUV,1.0L,Manual
MINI Hatch,16900,19385,2021,1.0,Petrol,Hatchback,1.5L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Mercedes-Benz E Class,5850,102000,2013,3.0,Diesel,Saloon,2.1L,Manual
Jaguar XE,16950,23982,2016,2.0,Diesel,Saloon,2.0L,Automatic
Renault Captur,9195,57005,2017,2.0,Diesel,SUV,1.5L,Manual
Vauxhall Corsa,10999,6669,2019,1.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Golf Diesel Hatchback,6588,73500,2011,2.0,Diesel,Hatchback,1.6L,Manual
Nissan Qashqai,8490,73010,2014,2.0,Diesel,SUV,1.5L,Manual
Volkswagen Polo,13170,17422,2019,2.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Beetle,10995,77250,2013,2.0,Petrol,Convertible,1.4L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Land Rover Discovery 4,15500,111643,2015,4.0,Diesel,SUV,3.0L,Automatic
Audi Q2 ESTATE,16995,39950,2017,1.0,Petrol,SUV,1.4L,Manual
Volkswagen Polo,7995,53727,2016,1.0,Petrol,Hatchback,1.0L,Manual
Fiat 500X,12995,20704,2019,2.0,Petrol,SUV,1.0L,Manual
Renault Megane,12299,36000,2019,2.0,Petrol,Estate,1.3L,Manual
Volkswagen Scirocco Diesel Coupe,11289,67202,2016,1.0,Diesel,Hatchback,2.0L,Manual
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Jaguar XJ,8490,50679,2006,5.0,Diesel,Saloon,2.7L,Automatic
Hyundai Tucson,12999,26286,2018,1.0,Petrol,SUV,1.6L,Manual
Mercedes-Benz C Class,15500,84400,2014,5.0,Diesel,Saloon,2.1L,Automatic
Vauxhall Insignia Grand Sport,11795,41887,2017,2.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Mokka X,10999,44728,2018,2.0,Petrol,SUV,1.4L,Manual
BMW 1 SERIES,16099,47964,2017,1.0,Petrol,Hatchback,1.5L,Automatic
Volkswagen Passat,13199,62000,2018,1.0,Diesel,Saloon,2.0L,Automatic
Volkswagen Sharan,4575,160291,2005,1.0,Diesel,MPV,1.9L,Manual
Citroen C3,10256,31595,2018,2.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
BMW 2 SERIES DIESEL GRAN TOURER,14447,60459,2016,3.0,Diesel,MPV,2.0L,Manual
Vauxhall Corsa,13999,8720,2021,1.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,13499,28688,2022,1.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz A Class,17899,55461,2019,2.0,Petrol,Hatchback,1.3L,Manual
Citroen Grand C4 Picasso,7790,80861,2016,2.0,Diesel,MPV,1.6L,Manual
Peugeot 208,16899,7794,2020,1.0,Petrol,Hatchback,1.2L,Automatic
Vauxhall Corsa,8799,39065,2019,3.0,Petrol,Hatchback,1.4L,Manual
BMW 1 Series,7500,128000,2012,3.0,Diesel,Hatchback,2.0L,Automatic
Renault Megane,4400,36063,2012,2.0,Petrol,Hatchback,1.6L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Citroen C3,10998,22506,2019,2.0,Petrol,Hatchback,1.2L,Manual
BMW 1 Series,9995,97000,2016,2.0,Diesel,Hatchback,2.0L,Manual
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Volkswagen Golf,8995,72400,2015,2.0,Petrol,Hatchback,1.4L,Manual
MINI Hatch,9299,58700,2013,2.0,Petrol,Hatchback,1.6L,Manual
